Food Name,Energy (KJ/100g),Sugars (g/100g),Saturated Fat (g/100g),Salt (g/100g),Proteins (g/100g),Fiber (g/100g),Fruit/Veg (%),Nutri-Score,Ecoscore
Magnum Amande,0.2772972972972973,0.21,0.1614035087719298,0.00591715976331361,0.05462822458270106,0.0,0.0,2,95
Soy sauce,0.08783783783783784,0.006,0.0,1.0,0.15174506828528073,0.0,0.0,3,96
Les 2 Vaches Vanille Bio de Madagascar 4 x 115 g,0.10648648648648648,0.128,0.03508771929824561,0.008284023668639055,0.05614567526555387,0.0,0.0,4,97
Carottes râpées au citron de Sicile,0.08243243243243244,0.045,0.005263157894736842,0.042011834319526625,0.015174506828528072,0.04477611940298507,0.0,5,77
Pur jus citron bio,0.03189189189189189,0.017,0.0017543859649122807,0.000591715976331361,0.007587253414264036,0.0,0.0,4,53
Cooked Chickpeas,0.1264864864864865,0.009000000000000001,0.007017543859649123,0.03550295857988166,0.10166919575113809,0.11343283582089551,0.0,5,74
La Crème Légère Epaisse 12%MG,0.16216216216216217,0.039,0.14736842105263157,0.006508875739644971,0.04704097116843702,0.0,0.0,3,60
BISCOTTES COMPLETES BIO,0.4275675675675676,0.04,0.008771929824561403,0.07692307692307693,0.22761760242792106,0.12686567164179105,0.0,5,110
Noir 86% Extra intense,0.7175675675675676,0.13,0.6140350877192982,0.001183431952662722,0.12898330804248861,0.19402985074626866,0.0,2,41
Gocciole chocolate,0.5527027027027027,0.22,0.1087719298245614,0.031360946745562134,0.09863429438543246,0.06119402985074626,0.0,2,55
Galettes au bon beurre bio,0.5172972972972973,0.27,0.15964912280701754,0.05384615384615385,0.11987860394537177,0.03880597014925373,0.0,1,74
"Фъстъчено масло, кремообразно",0.7394594594594595,0.061,0.21052631578947367,0.031952662721893496,0.4218512898330804,0.14925373134328357,0.0,3,25
Maille mout fin gour 320g,0.4,0.017,0.043859649122807015,0.2366863905325444,0.07587253414264036,0.043283582089552235,0.0,2,58
Nocciolata - Pâte à tartiner au cacao et noisettes,0.6143243243243244,0.53,0.09649122807017543,0.0,0.08194233687405159,0.07164179104477611,0.0,2,62
Crownfield Special Flakes Red Fruit,0.43783783783783786,0.115,0.012280701754385963,0.021893491124260357,0.13505311077389984,0.09701492537313433,0.0,5,29
Sablés beurré nantais,0.524054054054054,0.26,0.19298245614035087,0.08284023668639054,0.1047040971168437,0.03880597014925373,0.0,1,62
Crousti'Son Miel 🍯🐝Sésame,0.4975675675675676,0.16,0.028070175438596492,0.015384615384615385,0.13353566009104703,0.1791044776119403,0.0,4,52
Nectar de pommes - Doux - Bio,0.03945945945945946,0.08800000000000001,0.0,0.0,0.007587253414264036,0.007462686567164179,0.5,2,51
Pains au chocolat,0.42945945945945946,0.14,0.17543859649122806,0.0485207100591716,0.10925644916540211,0.07164179104477611,0.0,2,45
Beurre de cacahuètes du Nicaragua,0.7289189189189189,0.059000000000000004,0.17543859649122806,0.02958579881656805,0.3793626707132018,0.0,0.0,3,61
Weetabix Cereal imp,0.40945945945945944,0.041999998092651,0.01052631620775193,0.016568047407815978,0.18209408194233687,0.14925373134328357,0.0,5,40
FA-BU-BLEU,0.04648648648648649,0.09300000000000001,0.0,0.0,0.0,0.0,0.0,3,21
Hipro Fraise Framboise,0.0681081081081081,0.051,0.0035087719298245615,0.010059171597633138,0.125948406676783,0.0,0.0,1,18
Crispbread Original,0.4408108108108108,0.035,0.008771929824561403,0.07041420118343196,0.17754172989377842,0.09253731343283582,0.0,5,97
Iogurte Estilo Grego,0.06567567567567567,0.04,0.024561403508771926,0.011316568047337279,0.09104704097116843,0.0,0.0,5,67
Myrtille Intense,0.1872972972972973,0.39,0.0,0.0,0.007587253414264036,0.026865671641791045,0.0,3,71
Cranberry saveur amande,0.5075675675675676,0.18,0.024561403508771926,0.017159763313609466,0.11836115326251896,0.08955223880597014,0.0,4,70
Noir intense dessert 70%,0.6072972972972973,0.3,0.38596491228070173,0.01775147928994083,0.13657056145675264,0.0,0.0,1,28
Cacahuètes - grillées & salées,0.6924324324324325,0.052000000000000005,0.13684210526315788,0.0591715976331361,0.3702579666160849,0.12238805970149252,0.0,3,23
Mayonnaise Classique,0.7227027027027028,0.02,0.09649122807017543,0.07692307692307693,0.015174506828528072,0.0029850746268656717,0.0,2,44
Excellence Extra Fondant Lait,0.6410810810810811,0.5,0.40350877192982454,0.01656804733727811,0.09711684370257967,0.0,0.0,1,33
Tartelettes citron,0.5121621621621621,0.41000000000000003,0.1526315789473684,0.01775147928994083,0.09104704097116843,0.025373134328358207,0.0,1,68
brioche tressée,0.38675675675675675,0.14,0.08771929824561403,0.05355029585798817,0.12139605462822457,0.03880597014925373,0.0,2,59
GrandLait - Demi-écrémé,0.05324324324324324,0.048,0.017543859649122806,0.00591715976331361,0.05007587253414263,0.0,0.0,5,50
Prince Goût Tout Choco Au Blé Complet,0.5262162162162162,0.34,0.09999999999999999,0.031952662721893496,0.10773899848254931,0.07611940298507462,0.0,2,27
Maestro vital,0.29702702702702705,0.009000000000000001,0.01929824561403509,0.0591715976331361,0.06828528072837632,0.13134328358208955,0.0,4,75
Dijon Originale,0.16837837837837838,0.019,0.010526315789473684,0.33727809171597634,0.1062215477996965,0.0,0.0,2,77
Coco Sans Sucres,0.015945945945945946,0.0,0.01929824561403509,0.004142011834319528,0.0015174506828528073,0.0,0.0,4,40
Pain de mie complet sans croûte,0.29864864864864865,0.06,0.015789473684210527,0.05325443786982249,0.16691957511380878,0.09701492537313433,0.0,5,75
NESTLE DESSERT Pâte à tartiner 340g,0.6137837837837838,0.52,0.08771929824561403,0.007692307692307693,0.09863429438543246,0.04477611940298507,0.0,2,47
Beurre de cacahuètes crunchy,0.6727027027027027,0.059000000000000004,0.15087719298245614,0.04082840236686391,0.44006069802731407,0.1253731343283582,0.0,3,66
FETA AOP GRECQUE,0.3035135135135135,0.0,0.24210526315789474,0.13609467455621302,0.24279210925644915,0.0,0.0,2,35
caramel a la pointe de sel,0.5881081081081081,0.52,0.2982456140350877,0.02366863905325444,0.08194233687405159,0.0,0.0,1,29
beurre a teneur réduite en matières grasses,0.6083783783783784,0.008,0.7368421052631579,0.002958579881656805,0.015174506828528072,0.0,0.0,2,34
Carré frais 0 pourcent ail et fines herbes,0.0891891891891892,0.015,0.0017543859649122807,0.08284023668639054,0.26555386949924126,0.0,0.0,4,50
FuzeTea Thé noir évasion pêche & saveur hibiscus,0.021351351351351352,0.043,0.0,0.001775147928994083,0.0,0.0,0.0,2,48
Céréales trésor - chocolat au lait,0.5010810810810811,0.25,0.08245614035087719,0.056804733727810655,0.1062215477996965,0.05522388059701493,0.0,2,19
Puy Lentils & French green lentils,0.15702702702702703,0.01,0.005263157894736842,0.000591715976331361,0.13505311077389984,0.11044776119402985,0.0,5,79
Fage Total 0%,0.062162162162162166,0.03,0.0,0.00591715976331361,0.15629742033383914,0.0,0.0,5,67
Fromage blanc 0%,0.055945945945945944,0.046,0.0035087719298245615,0.00591715976331361,0.12898330804248861,0.007462686567164179,0.0,5,85
Wholegrain Wheat Bixies,0.4135135135135135,0.03,0.008771929824561403,0.013313609467455622,0.1927162367223065,0.1417910447761194,0.0,5,74
Roquefort Société,0.4081081081081081,0.0,0.39473684210526316,0.19822485207100593,0.28831562974203334,0.0,0.0,1,28
Activia bifidus saveur vanille sans arome artificiel 125 g x 4,0.10540540540540541,0.126,0.03508771929824561,0.007692307692307693,0.05462822458270106,0.0,0.0,4,84
confiture abricots,0.1864864864864865,0.4,0.0,0.0,0.006069802731411229,0.016417910447761194,0.5,3,80
Sucre Cassonade,0.4548648648648649,0.99,0.0,0.0,0.0,0.0,0.0,2,49
Sucre complet de canne,0.43432432432432433,0.96,0.0,0.00591715976331361,0.0,0.0,0.0,2,70
Tasty Wholemeal Medium,0.24864864864864866,0.04,0.008771929824561403,0.052544378698224856,0.15174506828528073,0.10074626865671642,0.0,5,67
Seeded Batch,0.32972972972972975,0.0262,0.02298245614035088,0.055857988165680474,0.16236722306525037,0.08805970149253732,0.0,5,68
sea salt & cider vinegar chips,0.572972972972973,0.025,0.05842105263157894,0.10473372781065089,0.09605462822458269,0.07611940298507462,0.0,2,68
Flutes aux 3 graines,0.567027027027027,0.03,0.14035087719298245,0.07692307692307693,0.22761760242792106,0.08955223880597014,0.0,2,27
Muesli 4 nuts,0.5181081081081081,0.18,0.07017543859649122,0.004437869822485207,0.15629742033383914,0.1208955223880597,0.0,3,56
Baked Beans,0.10378378378378378,0.048,0.0017543859649122807,0.031360946745562134,0.07132018209408193,0.07014925373134329,0.0,5,85
Beurre de cacahouète,0.7405405405405405,0.06,0.2087719298245614,8.875739644970415e-05,0.4142640364188164,0.13432835820895522,0.0,3,31
Tarte en Or Brisée,0.4227027027027027,0.015,0.13859649122807016,0.06508875739644972,0.09408194233687404,0.03432835820895522,0.0,2,40
Tomatensauce mit Basilikum,0.05081081081081081,0.044000000000000004,0.0035087719298245615,0.06109467455621302,0.019726858877086494,0.029850746268656716,0.0,5,85
Brioche tranchée,0.40378378378378377,0.10099999999999999,0.06315789473684211,0.060946745562130186,0.11077389984825492,0.023880597014925373,0.0,2,50
Chocolat Noir Corsé,0.6232432432432432,0.34600000000000003,0.3929824561403508,0.001183431952662722,0.1274658573596358,0.1582089552238806,0.0,2,34
Prince Goût Vanille,0.5313513513513514,0.35000000000000003,0.09298245614035087,0.03254437869822486,0.07738998482549315,0.03432835820895522,0.0,2,27
Almendra,0.017297297297297298,0.0,0.005263157894736842,0.004733727810650888,0.007587253414264036,0.0,0.0,4,71
AMORA Mayonnaise 5 Ingrédients 400g,0.7751351351351351,0.005,0.10526315789473684,0.07100591715976332,0.02276176024279211,0.011940298507462687,0.0,2,38
Milka Tablette Noisette,0.634054054054054,0.45,0.2807017543859649,0.013017751479289942,0.12443095599393017,0.05522388059701493,0.0,1,33
Quaker Cruesli Chocolat au lait,0.5172972972972973,0.2,0.08421052631578947,0.030177514792899412,0.11684370257966616,0.1298507462686567,0.0,3,29
Beurre plaquette AOP doux,0.8272972972972973,0.009000000000000001,1.0,0.002958579881656805,0.01062215477996965,0.0,0.0,1,43
Le pain au Seigle,0.24891891891891893,0.038,0.0035087719298245615,0.07100591715976332,0.11077389984825492,0.08805970149253732,0.0,5,82
Chocolat Noir - l'Original,0.5994594594594594,0.535,0.32456140350877194,0.0,0.07738998482549315,0.11194029850746269,0.0,1,29
GARDEN GOURMET Carré gourmand Tomates et mozzarella 160g,0.2127027027027027,0.035,0.03508771929824561,0.05325443786982249,0.12898330804248861,0.03880597014925373,0.0,5,66
Pesto Classic Basil,0.3864864864864865,0.034,0.08771929824561403,0.1745562130177515,0.06676783004552352,0.035820895522388055,0.0,2,39
huile d’olive vierge extra,1.0,0.0,0.2807017543859649,0.0,0.0,0.0,0.0,3,59
Cereales copos de trigo espelta integral 0% azúcares añadidos,0.41324324324324324,0.019,0.0035087719298245615,0.046153846153846156,0.22154779969650984,0.13134328358208955,0.0,5,39
Pain Grillé l'Original,0.09081081081081081,0.01,0.0017543859649122807,0.014792899408284025,0.03186646433990895,0.01044776119402985,0.0,4,94
Pringles original,0.6086486486486486,0.013999999999999999,0.11578947368421051,0.06508875739644972,0.08952959028831563,0.05223880597014925,0.0,2,72
Pain au lait bio x12 420g,0.3927027027027027,0.087,0.021052631578947368,0.05325443786982249,0.14264036418816387,0.035820895522388055,0.0,4,83
Alpro Not Milk,0.06702702702702702,0.0,0.007017543859649123,0.007100591715976332,0.01062215477996965,0.014925373134328358,0.0,5,63
Le petit Gerblé nature,0.5078378378378379,0.18,0.022807017543859647,0.01124260355029586,0.15174506828528073,0.0791044776119403,0.0,5,64
Belvita petit déjeuner goût noisette et chocolat,0.514054054054054,0.26,0.031578947368421054,0.05325443786982249,0.11532625189681334,0.06417910447761194,0.0,3,44
Lentilles préparées,0.10378378378378378,0.005,0.0017543859649122807,0.05029585798816568,0.1062215477996965,0.0626865671641791,0.6,5,80
LE PUR JUS Orange sans pulpe,0.04648648648648649,0.085,0.0,0.0,0.012139605462822459,0.0,0.0,3,48
Sablé Nature sans sucres,0.48,0.0,0.021052631578947368,0.013017751479289942,0.09104704097116843,0.07761194029850746,0.0,5,55
Boisson Noisette,0.0772972972972973,0.04,0.007017543859649123,0.003550295857988166,0.015174506828528072,0.016417910447761194,0.0,5,82
Framboise Intense,0.18324324324324326,0.37,0.0,0.0,0.012139605462822459,0.06417910447761194,0.0,3,51
Greek style yoghurt,0.1381081081081081,0.047,0.10701754385964911,0.006508875739644971,0.06525037936267071,0.0,0.0,3,93
Lasagne all'uovo,0.4210810810810811,0.03,0.017543859649122806,0.004733727810650888,0.212443095599393,0.04477611940298507,0.0,5,75
Yaourt à la grecque,0.07702702702702703,0.024,0.06315789473684211,0.0038461538461538464,0.029286798179059177,0.004970149253731343,0.0,4,79
Organic Porridge Oats,0.4189189189189189,0.015,0.017543859649122806,0.0014792899408284025,0.18209408194233687,0.12686567164179105,0.0,5,76
Simply Fruity muesli,0.3945945945945946,0.2,0.011701754385964913,0.0026272189349112428,0.13156297420333837,0.10940298507462687,0.0,5,66
Gerblé cacao céréales,0.514054054054054,0.13,0.03859649122807018,0.010059171597633138,0.15174506828528073,0.09104477611940298,0.0,5,50
Huile d'olive vierge extra Classico,0.9118918918918919,0.0,0.22807017543859648,0.0,0.0,0.0,0.0,3,38
Muesli pépites croustillantes chocolat-noissette réduit en sucre,0.4891891891891892,0.09300000000000001,0.05087719298245614,0.004142011834319528,0.15174506828528073,0.1791044776119403,0.0,5,66
Pain de mie Bio grandes tranches complet sans sucres ajoutés 500g,0.2864864864864865,0.019,0.008771929824561403,0.058579881656804736,0.15174506828528073,0.10298507462686568,0.0,5,90
Blanc de Poulet  - 25% de Sel*,0.11648648648648649,0.005,0.008771929824561403,0.08284023668639054,0.3186646433990895,0.007462686567164179,0.0,4,15
Mars,0.5108108108108108,0.616,0.14701754385964913,0.02485207100591716,0.06130500758725341,0.018507462686567163,0.0,1,34
Chickpeas In Water,0.13027027027027027,0.00333,0.005842105263157895,0.004928994082840237,0.10242792109256449,0.10328358208955224,0.0,5,75
Gazpacho Original,0.04594594594594595,0.0335,0.007017543859649123,0.034911242603550295,0.013657056145675264,0.01716417910447761,0.9400000000000001,5,90
bio organic oat flakes,0.41405405405405404,0.012,0.017543859649122806,0.000591715976331361,0.21547799696509862,0.18358208955223881,0.0,5,96
Pomme de terre nature,0.6081081081081081,0.005,0.06491228070175438,0.06508875739644972,0.09408194233687404,0.058208955223880594,0.0,3,73
flora 100% natural,0.7632432432432432,0.005,0.631578947368421,0.08284023668639054,0.004552352048558421,0.0,0.0,1,56
Grany Fraise 🍓 & Framboise,0.08405405405405406,0.036000000000000004,0.010526315789473684,0.007100591715976332,0.015174506828528072,0.011940298507462687,0.0,4,55
Thon entier au nature,0.12324324324324325,0.0,0.008771929824561403,0.0591715976331361,0.3793626707132018,0.0,0.0,4,33
Sablé de Retz Le Véritable,0.5337837837837838,0.26,0.11578947368421051,0.03609467455621302,0.11380880121396053,0.06417910447761194,0.0,2,64
Sucre de glace,0.4594594594594595,0.98,0.0,0.0,0.0,0.0,0.0,2,83
"Bonne Maman - Quatre Quarts, 500g (17.6oz)",0.48486486486486485,0.28,0.2631578947368421,0.05207100591715977,0.08952959028831563,0.014925373134328358,0.0,1,54
Ferrero Rocher,0.6772972972972973,0.399,0.24736842105263157,0.009053254437869822,0.12443095599393017,0.0,0.0,1,16
L'Original noir,0.597027027027027,0.53,0.3157894736842105,0.0,0.07587253414264036,0.10895522388059702,0.0,1,15
"Alpro Sojadrink, Ungesüßt 1L",0.0372972972972973,0.0,0.005263157894736842,0.0053254437869822485,0.05007587253414263,0.008955223880597014,0.0,5,88
Tortilla Nachips Original,0.5559459459459459,0.005,0.03859649122807018,0.028994082840236687,0.11836115326251896,0.08955223880597014,0.0,4,72
Tomato ketchup,0.11756756756756757,0.228,0.0017543859649122807,0.10650887573964497,0.018209408194233685,0.0,0.0,2,85
Cola Cao El Original,0.07783783783783783,0.091,0.01929824561403509,0.007100591715976332,0.05159332321699544,0.007462686567164179,0.0,4,0
Gnocchi à poêler,0.2164864864864865,0.015,0.005263157894736842,0.06508875739644972,0.07587253414264036,0.03880597014925373,0.0,4,82
Tartines craquantes à la châtaigne,0.43675675675675674,0.065,0.008771929824561403,0.01775147928994083,0.10166919575113809,0.06417910447761194,0.0,5,75
